,GLA,REIT,city,free_GLA,last_renovation,ownership,pct_lease,property_name,renovation_year,rent_per_sq,state,tenants,year_acquired,year_built,year_built_or_acquired,zipcode
815,1140000.0,MACE,Modesto,406000.0,,100,95.4,Vintage Faire Mall,2008.0,,CA,"[""Forever 21, Macy's"", nan, ""Dick's Sporting Goods, JCPenney, Macy's, Sears"", nan]",1996,1977,,
816,737000.0,MACE,Saratoga Springs,452000.0,,100,97.1,Wilton Mall,1998.0,,NY,"['JCPenney', nan, ""Bon-Ton, Dick's Sporting Goods, Sears"", nan]",2005,1990,,
817,1197000.0,MACE,Glendale,389000.0,,60,94.7,Arrowhead Towne Center,2015.0,,AZ,"[""Dillard's, JCPenney, Macy's"", nan, ""Dick's Sporting Goods, Forever 21, Sears"", nan]",2002,1993,,
818,517000.0,MACE,Phoenix,212000.0,,50,98.4,Biltmore Fashion Park,2006.0,,AZ,"[nan, nan, ""Macy's, Saks Fifth Avenue"", nan]",2003,1963,,
819,461000.0,MACE,Corte Madera,224000.0,,50.1,90.1,"Corte Madera, The Village at",2005.0,,CA,"[""Macy's, Nordstrom"", nan, nan, nan]",1998,1985,,
820,1004000.0,MACE,Kansas City,1004000.0,,50,n/a,Country Club Plaza,2015.0,,MO,"[nan, nan, nan, nan]",2016,1922,,
821,1039000.0,MACE,Deptford,342000.0,,51,95.3,Deptford Mall,1990.0,,NJ,"[""JCPenney, Macy's"", nan, ""Boscov's, Sears"", nan]",2006,1975,,
822,1431000.0,MACE,Broomfield,787000.0,,51,95.1,FlatIron Crossing,2009.0,,CO,"[""Dillard's, Macy's, Nordstrom"", nan, ""Dick's Sporting Goods"", nan]",2002,2000,,
823,436000.0,MACE,Scottsdale,436000.0,,50,97.6,Kierland Commons,2003.0,,AZ,"[nan, nan, nan, nan]",2005,1999,,
824,2064000.0,MACE,Lakewood,956000.0,,60,98.3,Lakewood Center,2008.0,,CA,"[nan, nan, ""Costco, Forever 21, Home Depot, JCPenney, Macy's, Target"", nan]",1975,1953,,
825,1298000.0,MACE,Cerritos,538000.0,,60,94.9,Los Cerritos Center,2016.0,,CA,"[""Macy's, Nordstrom"", nan, ""Dick's Sporting Goods, Forever 21, Sears"", nan]",1999,1971,,
826,671000.0,MACE,Chicago,411000.0,,50,99.3,"North Bridge, The Shops at",0.0,,IL,"[nan, nan, 'Nordstrom', nan]",2008,1998,,
827,1812000.0,MACE,Scottsdale,791000.0,,50,96.4,Scottsdale Fashion Square,2015.0,,AZ,"[""Dillard's"", nan, ""Dick's Sporting Goods, Macy's, Neiman Marcus, Nordstrom"", nan]",2002,1961,,
828,1127000.0,MACE,Lubbock,469000.0,,60,90.1,South Plains Mall,2016.0,,TX,"[nan, nan, ""Bealls, Dillard's, JCPenney, Sears"", nan]",1998,1972,,
829,847000.0,MACE,Boulder,555000.0,,51,98.1,Twenty Ninth Street,2007.0,,CO,"[""Macy's"", nan, 'Home Depot', nan]",1979,1963,,
830,1974000.0,MACE,Tysons Corner,1089000.0,,50,98.4,Tysons Corner Center,2014.0,,VA,"[nan, nan, ""Bloomingdale's, L.L. Bean, Lord & Taylor, Macy's, Nordstrom"", nan]",2005,1968,,
831,1440000.0,MACE,Portland,505000.0,,60,99.5,Washington Square,2005.0,,OR,"[""Macy's"", nan, ""Dick's Sporting Goods, JCPenney, Nordstrom, Sears"", nan]",1999,1974,,
832,971000.0,MACE,Fargo,418000.0,,19,98.9,West Acres,2001.0,,ND,"[""Herberger's, Macy's"", nan, 'JCPenney, Sears', nan]",1986,1972,,
833,923000.0,MACE,Walnut Creek,375000.0,,50,,Broadway Plaza,2016.0,,CA,"[""Macy's"", nan, 'Neiman Marcus, Nordstrom', nan]",1985,1951,,
834,850000.0,MACE,Philadelphia,624000.0,,50,,Fashion Outlets of Philadelphia,2017.0,,PA,"[nan, nan, 'Burlington, Century 21', nan]",2014,1977,,
835,1203000.0,MACE,Phoenix,424000.0,,100,,Paradise Valley Mall,2009.0,,AZ,"[""Dillard's, JCPenney, Macy's"", nan, 'Costco, Sears', nan]",2002,1979,,
836,755000.0,MACE,Los Angeles,397000.0,,100,,Westside Pavilion,2007.0,,CA,"[""Macy's"", nan, 'Nordstrom', nan]",1998,1985,,
837,371000.0,MACE,Queens,371000.0,,50,76.6,"Atlas Park, The Shops at",2013.0,,NY,"[nan, nan, nan, nan]",2011,2006,,
838,185000.0,MACE,Chandler,185000.0,,50,98.2,Boulevard Shops,2004.0,,AZ,"[nan, nan, nan, nan]",2002,2001,,
839,355000.0,MACE,Goodyear,355000.0,,,97.6,"Estrella Falls, The Market at",2016.0,,AZ,"[nan, nan, nan, nan]",2009,2009,,
840,761000.0,MACE,Casa Grande,431000.0,,89.4,92.9,Promenade at Casa Grande,2009.0,,AZ,"[""Dillard's, JCPenney, Kohl's"", nan, nan, nan]",2007,2007,,
841,823000.0,MACE,Des Moines,434000.0,,100,81.6,Southridge Center,2013.0,,IA,"['Des Moines Area Community College', nan, 'Target, Younkers', nan]",1998,1975,,
842,206000.0,MACE,Mesa,53000.0,,100.0,100,Superstition Springs Power Center,0.0,,AZ,"['Best Buy, Burlington', nan, nan, nan]",2002,1990,,
843,268000.0,MACE,Flagstaff,147000.0,,100,100,The Marketplace at Flagstaff,0.0,,AZ,"[nan, nan, 'Home Depot', nan]",2007,2007,,
